"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Age","Answer.Education","Answer.Gender","Answer.Race","Answer.surveycode","Approve","Reject"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","30OG32W0SVVYNY6S0LR04LS8AKLENY","A3MJ47AD05HGC","Approved","Wed Apr 13 11:38:23 PDT 2016","Wed Apr 13 11:46:47 PDT 2016","Wed Apr 13 19:46:47 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","504","100% (1/1)","100% (1/1)","100% (1/1)","28","Some college, no degree","Male","Hispanic","i9G7RONomM"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","3137ONMDKHPSD6P6DHE5E1JB980GET","A1EM4ICHZ46KGN","Approved","Wed Apr 13 11:47:17 PDT 2016","Wed Apr 13 12:00:59 PDT 2016","Wed Apr 13 20:00:59 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","822","100% (1/1)","100% (1/1)","100% (1/1)","23","Bachelors degree","Male","Caucasian","y9lr4ZNx68"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","323Q6SJS8J0YJGKDSYGTHJGC09SFH9","A10ZXERA24IG75","Approved","Wed Apr 13 11:41:09 PDT 2016","Wed Apr 13 11:43:36 PDT 2016","Wed Apr 13 19:43:36 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","147","100% (1/1)","100% (1/1)","100% (1/1)","24","Some college, no degree","Male","Caucasian","UEVOAVfXKs"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","32RIADZISTODB914JBW9UTQNKUZS4I","A2XWD4PZM6JU0M","Approved","Wed Apr 13 11:38:58 PDT 2016","Wed Apr 13 11:53:26 PDT 2016","Wed Apr 13 19:53:26 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","868","100% (1/1)","100% (1/1)","100% (1/1)","24","Bachelors degree","Male","Caucasian","TK3T5Nrg3H"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","32UTUBMZ7HGDO03HSLB1DUG0TQBBVD","A2FHAL8CXRSJPE","Approved","Wed Apr 13 11:52:53 PDT 2016","Wed Apr 13 12:04:02 PDT 2016","Wed Apr 13 20:04:02 PDT 2016","2016-04-14 03:07:44 UTC","","","669","100% (1/1)","100% (1/1)","100% (1/1)","31","Associates degree","Male","Asian","HHWSrrwsiF"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","33ISQZVXPQ60ZWPNF4CRYMYTQ4VCCM","A2ABSQBRUAUS4C","Approved","Wed Apr 13 11:38:57 PDT 2016","Wed Apr 13 11:55:14 PDT 2016","Wed Apr 13 19:55:14 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","977","100% (1/1)","100% (1/1)","100% (1/1)","27","Associates degree","Male","Caucasian","zTbn89RYS8"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","34S6N1K2ZW3KJ8U9E9JRCWLWX5ELHK","A3F0NFNLOLFJT0","Approved","Wed Apr 13 11:47:15 PDT 2016","Wed Apr 13 11:50:02 PDT 2016","Wed Apr 13 19:50:02 PDT 2016","Wed Apr 13 12:02:20 PDT 2016","","","167","100% (2/2)","100% (2/2)","100% (2/2)","33","Associates degree","Male","Caucasian","S83fQoVIrf"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","352YTHGROWXOL0NO8HKAQFJLBJK4HB","A2HGAQ9WOEU9PN","Approved","Wed Apr 13 11:47:11 PDT 2016","Wed Apr 13 12:08:55 PDT 2016","Wed Apr 13 20:08:55 PDT 2016","2016-04-14 03:12:48 UTC","","","1304","100% (1/1)","100% (1/1)","100% (1/1)","24","Some college, no degree","Male","Caucasian","IYGsYunS6a"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","35GCEFQ6I68PUP4EEPLYGHVKT953ZF","A2BHHEWR9PRDX8","Approved","Wed Apr 13 11:44:46 PDT 2016","Wed Apr 13 11:56:16 PDT 2016","Wed Apr 13 19:56:16 PDT 2016","Wed Apr 13 12:02:21 PDT 2016","","","690","100% (1/1)","100% (1/1)","100% (1/1)","23","Some college, no degree","Male","Hispanic","oxwDXSaptn"
"3NQUW096N6SPHIEWQVQXAVSO0GDL9P","30EHNVFQM0NE5VX8PXSR227TRDX1BC","Auction War - A Negotiation Game","Play a simple and quick negotiation game","game, negotiation task, questionnaires, chrome web browser","$0.50","Wed Apr 13 11:37:17 PDT 2016","50","BatchId:2354417;","1800","28800","Wed Apr 13 12:00:43 PDT 2016","","","36WLNQG780UWMPHVXVMRDQSETV8BE7","A3JI3B5GTVA95F","Approved","Wed Apr 13 11:49:47 PDT 2016","Wed Apr 13 11:58:34 PDT 2016","Wed Apr 13 19:58:34 PDT 2016","Wed Apr 13 12:02:21 PDT 2016","","","527","100% (1/1)","100% (1/1)","100% (1/1)","25","Some High School","Male","Caucasian","qMZxpeMIUr"
